@relation train_big

@attribute AccX1 numeric
@attribute AccZ1 numeric
@attribute GyrY1 numeric
@attribute AccX2 numeric
@attribute AccZ2 numeric
@attribute GyrY2 numeric
@attribute AccX3 numeric
@attribute AccZ3 numeric
@attribute GyrY3 numeric
@attribute AccX4 numeric
@attribute AccZ4 numeric
@attribute GyrY4 numeric
@attribute AccX5 numeric
@attribute AccZ5 numeric
@attribute GyrY5 numeric
@attribute AccX6 numeric
@attribute AccZ6 numeric
@attribute GyrY6 numeric
@attribute AccX7 numeric
@attribute AccZ7 numeric
@attribute GyrY7 numeric
@attribute AccX8 numeric
@attribute AccZ8 numeric
@attribute GyrY8 numeric
@attribute AccX9 numeric
@attribute AccZ9 numeric
@attribute GyrY9 numeric
@attribute AccX10 numeric
@attribute AccZ10 numeric
@attribute GyrY10 numeric
@attribute AccX11 numeric
@attribute AccZ11 numeric
@attribute GyrY11 numeric
@attribute AccX12 numeric
@attribute AccZ12 numeric
@attribute GyrY12 numeric
@attribute AccX13 numeric
@attribute AccZ13 numeric
@attribute GyrY13 numeric
@attribute AccX14 numeric
@attribute AccZ14 numeric
@attribute GyrY14 numeric
@attribute AccX15 numeric
@attribute AccZ15 numeric
@attribute GyrY15 numeric
@attribute AccX16 numeric
@attribute AccZ16 numeric
@attribute GyrY16 numeric
@attribute AccX17 numeric
@attribute AccZ17 numeric
@attribute GyrY17 numeric
@attribute AccX18 numeric
@attribute AccZ18 numeric
@attribute GyrY18 numeric
@attribute AccX19 numeric
@attribute AccZ19 numeric
@attribute GyrY19 numeric
@attribute AccX20 numeric
@attribute AccZ20 numeric
@attribute GyrY20 numeric
@attribute Label {up,down,left,right,tilt_left,tilt_right}

@data
-1513,170,-9512,-991,-73,9634,3757,-627,34451,335,306,-112682,-895,439,55060,-889,-214,13292,141,154,14573,-21,-139,-2987,6,-21,4085,77,43,-8902,-3,4,-5792,4,18,365,32,-1,4756,-77,46,-7073,24,-47,7256,40,24,-2865,-22,-46,2682,-24,28,-2195,20,-5,487,19,-39,1646,down
-2052,995,82500,-1669,-1412,44329,7239,-783,-181768,-2509,1360,-81890,-706,-191,124146,-633,64,53536,256,-49,-18048,127,-94,-39695,57,95,12378,-99,-38,4024,-11,72,15731,-57,-9,-18048,89,-145,-11524,-44,99,17500,46,-5,-21585,-25,53,13170,-27,-66,-4207,28,63,1890,-28,-29,4939,47,-24,182,down
-1904,70,27378,-511,404,-45487,5634,-603,-6951,-1732,493,-48475,-1842,-440,56402,228,136,47804,95,55,-17621,18,-42,-18658,-22,-7,12012,4,40,-487,-6,19,-4878,-16,-10,6402,-10,-1,-5426,18,-35,1585,-27,28,-4390,-2,0,3414,26,-17,2073,-12,-3,-1097,26,13,-2682,-8,-15,-1219,down
-1229,337,30670,-1152,-80,58963,3198,-628,10670,1585,-447,-269451,-1864,1897,86219,-426,-1232,109207,-164,3,-10182,67,247,14268,48,-166,-20121,97,78,-15365,-117,-12,1341,12,-67,1585,-72,4,-2195,76,-17,6951,-138,52,487,198,11,6646,-34,-69,-5853,-124,-10,-548,46,74,5060,37,-25,-10304,down
-1568,85,20487,-1472,-213,-129695,4924,127,93048,-1312,207,-17439,-775,-193,36036,312,49,29024,-139,63,-34024,-29,-45,8414,0,25,243,13,-32,2012,-26,-113,243,33,70,-1280,-77,-1,-4939,57,28,2987,42,23,-1097,-57,-60,-3170,24,75,2317,-42,-86,2804,45,48,4756,-48,-61,-8658,down
-678,375,-243,-304,-501,40365,-1047,357,68292,4930,-1320,-206524,-1465,1626,-63048,-866,-364,105609,-511,-179,102256,-39,70,-40365,169,-120,-11402,-20,31,5609,-81,121,1646,-26,29,6463,47,-176,-8841,-22,9,-1402,-13,87,9634,-36,-30,-3658,19,21,3536,22,0,-5914,2,-30,-2012,-3,24,-5365,down
-1586,15,4268,-1114,-444,-106585,4471,365,180914,-276,518,-122926,-1800,-613,45487,390,194,26646,-125,57,-10609,-58,-67,-6036,9,13,-60,-12,-32,-3841,41,-2,3109,0,30,9329,49,-20,-8597,-49,-30,-3292,-15,37,-4329,47,-1,4512,-3,-26,-304,-3,22,-1951,-11,-19,-731,0,12,2439,down
-1224,-177,35000,-1465,-261,4451,3543,624,-51341,937,-110,-166341,-906,450,82499,-669,-588,135914,-250,14,-12987,89,201,12012,117,-134,-19756,-129,-50,-23109,-5,28,-2439,37,11,2621,6,33,16341,-33,-47,1463,0,-16,-12682,0,10,-7865,-6,-18,2987,-35,-43,3719,35,85,-3963,5,-20,-2865,down
-1035,20,13658,-2720,-72,-109024,6185,416,113658,-698,292,-61951,-1750,-742,12073,-32,71,53841,-14,18,-4390,-20,-58,-3475,86,45,-5060,-2,7,-1524,44,-12,7134,-57,37,-5914,-47,-13,-3231,57,-24,3231,-21,26,-6341,15,-37,1036,-77,25,2987,93,12,6463,-67,-26,-8353,49,12,1463,down
-1526,196,92012,-1868,-781,-77621,4876,1187,-107439,745,720,17743,-2100,-1250,56951,-90,-273,39695,81,427,15487,133,-204,-38719,-77,-102,3292,-69,-60,-5487,-90,86,-365,34,2,11341,-29,98,-8780,-17,-51,-243,-9,-12,7073,-33,-76,-7987,103,63,8780,-97,8,-18841,-16,-36,15060,81,43,6280,down
-1875,-257,-11585,227,777,-6097,3339,-486,-43109,-1065,0,27865,-527,-94,8353,-118,177,13353,-36,-48,-1646,-18,24,3536,24,-44,5609,-28,31,-5243,41,50,-792,-43,-16,-2500,31,-31,4878,-10,14,-2378,9,-19,0,-24,7,-2012,5,-22,4329,1,25,-2865,48,-3,1768,-27,10,-975,down
-890,39,27621,21,-425,15914,-1041,255,21768,810,452,-96280,3914,252,-52256,-2021,-890,43231,-488,141,77743,-236,50,-4878,-46,163,-23597,23,-105,-18780,43,-42,7500,-53,30,1951,11,47,-2865,-50,-9,2012,69,-49,13536,73,-1,-17073,-110,-27,-1951,0,-14,11402,21,48,-731,-67,-28,-7012,down
-1477,-19,46036,335,769,-36890,3996,-525,-95365,-1456,505,36524,-1567,-619,65365,185,103,15853,30,-75,-20670,-27,-42,-304,23,74,-121,-12,-83,-4573,15,5,-60,-33,2,1402,69,58,5304,-108,-145,-6158,62,110,304,-6,-16,-1951,-28,-82,-3475,54,84,3292,-42,-75,-1402,82,-25,1280,down
-1092,199,83170,-2383,-168,-105792,3220,-98,-9817,2832,369,19573,-1911,-295,-68902,-601,-297,105121,34,204,-10731,17,149,7317,-219,-118,-18536,133,5,-6585,-10,27,6951,-9,15,-8902,-52,-73,13170,9,25,-4573,1,-34,-9146,-34,42,1097,27,-30,1219,7,-11,1341,-44,29,2256,41,-9,1951,down
-1294,-197,25975,-789,851,-51890,3741,-1037,-8841,-840,841,-16646,-828,-471,23475,-2,71,64512,-12,-18,-20792,-107,27,-121,79,-33,-19329,-43,0,-182,50,-39,1707,-3,78,2987,22,-22,2378,28,16,-3170,-55,20,3048,-8,-16,-4024,2,-35,1524,45,29,2439,-26,-27,-6829,20,20,2987,down
-2371,338,42804,-1332,-536,6829,6210,-164,-104451,-2068,997,-54024,-430,-715,111158,-170,95,25304,239,-117,3475,-62,64,-20914,88,-17,-15121,-64,22,10548,36,-125,-4512,-25,103,14207,64,-32,-182,-150,-86,1280,7,21,-6951,28,-3,-10609,-43,-11,-4024,-20,-3,2073,36,17,-10853,56,-19,9146,down
48,1217,-14146,46,551,-19207,-70,-2768,87560,-217,-334,-25792,-24,866,-731,171,285,0,73,238,-38963,54,-59,17500,-56,-6,-2682,-29,20,-1280,-16,-8,-2378,37,24,2317,-8,8,3292,0,-21,-3780,-6,-24,609,10,43,1036,-14,-31,2317,7,7,-1890,-23,-12,-1341,13,-4,-60,left
86,1041,16951,-41,1131,-84573,-67,-3246,122682,-162,-201,-76219,-62,751,-21280,269,305,53475,-32,321,-7560,61,-143,8109,-56,83,-15792,27,-59,-3231,-30,-16,10731,2,21,-975,16,-34,-1097,-1,3,365,-8,16,-3109,-6,25,2073,22,-49,-792,-23,14,-182,30,15,304,-9,-17,853,left
-14,1265,-30243,-210,-351,88353,240,-1899,27743,-37,-56,-87804,-157,752,-15243,212,253,16097,-30,128,1585,-4,19,-487,13,-43,4695,-40,-17,-1280,23,-34,-7560,0,-3,8353,-17,3,-7439,20,-6,8719,24,51,-6158,-18,-20,-1463,8,-20,1463,-50,0,1951,15,-11,-792,3,-10,304,left
-22,1080,-46524,-141,202,31829,204,-2059,127256,52,-566,-79268,-236,736,-56280,135,466,25060,29,138,60,22,31,2073,-47,-7,-975,5,-15,-3414,-6,-50,-1646,1,-9,182,4,8,2560,-2,21,-914,45,-18,-1036,-46,7,1585,-18,16,-3414,44,-9,548,-9,2,-60,-35,23,609,left
176,1284,-42012,-7,-251,34024,-160,-1617,50792,-72,-423,-22560,-100,438,-50487,104,407,30670,58,68,3658,23,72,182,23,34,-1097,-35,-5,-7865,12,-27,3536,5,23,365,7,-49,731,-27,0,2865,-9,24,975,39,4,-3536,3,-14,-1097,-28,-15,731,21,32,-243,-15,-10,-1097,left
174,1014,-5487,-28,279,-51646,-140,-1501,86097,-41,-1069,13475,-141,492,-79939,68,547,36890,59,184,3170,82,75,243,-30,7,3902,-4,40,-9146,-9,-67,6158,-8,6,1768,54,18,-4573,-16,-22,609,-16,49,-1829,36,-65,5000,-25,36,-5487,-6,-2,2378,20,-20,-609,-30,21,365,left
464,1125,7621,-244,1421,-139573,-531,-3387,212073,265,-162,-143719,-84,401,22865,131,449,41524,49,194,7926,-20,11,5365,1,-68,-13841,-40,14,7621,20,-4,-5000,11,5,-1524,23,14,-2317,-14,-10,1280,-18,27,-2073,-2,1,-975,-11,-41,4085,16,54,-1585,-4,-18,1158,0,-5,670,left
119,1252,-14939,-52,-380,20121,-93,-1461,10182,-207,-559,15243,134,491,-41707,9,467,14268,125,67,4573,-38,207,-11341,48,-107,5365,-39,14,-7317,-14,15,7439,-21,-62,4085,36,0,1097,-10,54,-8536,-3,-49,2621,20,6,-1585,-8,11,-1158,-28,10,2073,22,-64,2743,-13,49,-5000,left
152,1067,426,-130,437,-56158,120,-1804,89817,-334,-940,27256,89,491,-72378,64,475,18841,16,232,-10000,85,63,14512,-28,-5,-8780,-41,78,-2378,29,-35,-121,8,-10,-1707,15,-34,-2987,-15,48,2682,-2,-30,4085,-35,6,-1768,20,-1,-670,24,-18,4024,10,15,-2926,-29,15,-3231,left
79,1091,-16585,-110,37,9451,99,-1791,92439,-146,-718,-65304,-95,700,-46646,68,515,30060,82,61,-2865,61,-32,13231,13,168,-17926,-27,-15,1036,-51,-24,-2134,27,20,7621,12,-59,1463,-10,-20,426,1,27,-5426,0,8,60,-21,12,2804,37,-25,2256,-27,4,-2804,-2,22,-5548,left
122,1454,16829,-240,-123,-22865,130,-2669,79939,-218,529,-104085,-46,238,30975,182,336,10304,27,161,5853,74,-11,-13170,1,-2,-3536,-67,68,182,49,-40,5609,18,-18,-243,-37,9,60,-19,-2,-1524,27,-16,182,-6,52,-1829,11,-36,4695,14,19,-2317,-12,-8,670,-18,9,1280,left
70,1394,-57987,-187,-97,18780,249,-2220,120304,-269,-178,-55609,37,639,-31524,17,252,14695,50,99,1951,74,149,-11951,-13,-24,-2378,-39,46,1097,9,-1,-670,6,20,304,2,-64,6219,6,11,-6402,33,-14,-365,-13,-31,7134,-26,50,-5853,22,-21,-1829,-17,10,7256,-9,3,-3658,left
90,1178,-26829,-282,356,26585,206,-2403,5060,-275,41,14329,88,320,10243,190,360,-28658,-57,167,-6890,105,6,14268,-20,-15,-13353,-21,-32,3902,31,18,-5182,-47,30,10426,-15,-51,-2926,9,-8,60,-38,13,-5853,78,-31,6646,-51,66,-6158,-1,2,3353,7,-39,6768,-8,-16,-4512,left
-51,1240,-5975,-172,329,-16219,501,-2180,79329,-124,-307,-26280,-221,483,-44878,77,222,49573,42,250,-42926,19,54,10121,15,43,-3536,-29,0,-8658,-31,10,1707,-4,-21,13414,33,-17,-1646,-34,-29,-4634,0,24,-4817,5,3,5426,-22,3,-1646,16,-23,853,5,-4,-1890,-3,15,-3902,left
4,1221,-5487,-79,210,42195,-250,-1201,14695,687,-2374,19573,-572,993,-94329,20,696,30182,259,416,-731,-43,77,3353,20,-44,-7439,-88,-35,-4817,57,-41,8048,-25,41,-4390,44,46,4146,-33,-44,243,20,30,-792,22,-56,-609,-53,51,-2195,20,37,2012,-34,-76,365,14,67,1890,left
-40,1013,-7439,-110,713,13353,52,-1632,38231,303,-1375,11768,-327,246,-85426,54,684,27134,94,138,16707,21,214,-17926,1,16,731,-73,0,-914,22,-80,0,0,41,6341,-4,-54,-1463,48,69,-7926,-10,-61,6158,-9,48,-853,-23,27,-2012,38,-71,2926,-35,40,-1890,-10,21,0,left
84,1023,-9207,-209,622,22195,192,-2639,60060,-73,-576,-58170,-104,875,-15609,86,328,33963,44,257,-31524,-53,-71,2317,73,0,121,-28,72,-3841,12,-22,975,-31,37,-1036,8,6,1646,23,21,-2500,-15,-28,1585,-29,-41,-2256,32,12,8109,-13,-19,-3170,13,30,-731,-8,15,-304,left
-80,1171,2439,270,749,-13109,-510,-1335,34024,441,-2488,-10426,-165,842,-46585,-158,769,79329,181,261,-34268,82,-38,-28414,-14,71,14756,-8,-66,6158,-37,59,2500,45,-59,-2804,-30,34,-5365,-30,-25,-3231,-1,91,-304,23,-106,2987,-25,16,1402,47,-9,-5731,-17,84,5121,-26,-40,-5426,left
152,1132,-10487,-184,608,-10914,20,-2173,65121,30,-722,25853,-110,662,-99085,24,250,57012,97,125,-15182,-29,126,-6585,26,-25,2500,-13,25,-1707,16,40,-10487,7,-39,4085,-21,41,3109,28,-57,2621,-13,22,-1585,10,49,-10487,-10,-32,12195,-15,17,-2195,31,22,6341,-53,-46,-4634,left
-32,1508,-27439,46,-914,81951,-107,-893,-32682,54,-734,36036,-82,530,-60853,59,313,2500,92,120,-5365,13,128,2987,20,-14,-853,-37,7,3719,11,-45,-2317,-23,46,3475,20,-79,975,0,31,182,3,12,-4085,-3,23,-304,25,-27,-1097,-35,41,4085,15,-36,-609,0,-15,-548,left
-30,1158,-29024,-62,143,55792,-51,-1300,50121,253,-1174,-24512,-285,455,-63414,68,357,15609,71,160,-1402,28,178,1646,25,-2,-4756,-11,4,-5426,-42,10,3414,6,-7,609,27,-24,-1097,-3,48,2500,29,0,-4085,-36,-26,3048,-9,8,-426,13,-3,2195,14,18,-853,-39,-10,-2621,left
94,1237,-19207,-100,709,45853,-120,-2793,67256,-10,-186,-83902,22,503,-7682,129,351,28048,-31,185,-17560,34,39,3353,108,-21,-9817,-35,-8,-5182,-97,14,670,-23,-15,-243,72,-30,670,-11,52,-2804,-3,-20,1097,-5,47,1219,30,-10,-1951,-40,-4,-2378,24,19,5304,-26,-84,3841,left
185,990,-16585,-94,457,17743,121,-1286,53475,-427,-845,-5182,-101,-93,-99512,176,433,42378,75,312,5365,5,9,10731,168,82,-2500,-26,-19,-16890,-99,58,2256,67,-51,6890,-12,16,-2682,-72,37,-121,29,-13,304,56,-20,243,-47,-18,-2256,20,38,2195,-20,-55,-60,57,5,3536,left
-83,1594,-7439,-118,677,49024,10,-2946,17073,-21,-661,-97073,85,603,39695,38,507,-7012,29,208,1219,23,188,731,4,-112,5609,-5,41,-7926,0,-62,4268,-18,121,-4329,13,-66,3292,-19,-44,121,2,6,-2560,38,-14,2012,10,-7,731,-51,35,-3780,29,-34,4634,1,10,-1646,left
-87,1370,5975,15,494,62865,-283,-2735,304,82,-672,-30000,178,749,-30548,129,412,5792,-185,289,-8353,126,78,1219,86,-19,-13170,-49,7,-1158,-34,0,4024,25,14,3048,-35,50,-4207,21,-80,4451,5,22,-2256,-32,8,182,12,0,1158,30,0,-1951,12,-16,3780,-32,49,-4146,left
47,1010,-7804,-288,1302,5426,391,-3175,88841,-233,-620,-48475,-45,724,-28536,75,478,10670,-69,174,-12500,229,18,-3170,-124,35,-4451,50,26,-8719,6,-35,5365,-54,-2,487,3,28,5182,-10,0,1890,32,-59,-487,0,53,-2378,1,17,-60,-2,47,-853,-44,-4,304,22,-3,-3536,left
104,1354,-7134,32,520,34939,-50,-3284,41768,-547,255,-87439,335,309,41646,99,600,-3048,-25,132,-12926,94,84,-4512,55,35,-1707,-17,-72,6036,-75,10,-4451,-10,5,2560,-5,-63,426,45,106,60,22,-77,2682,-35,3,-5975,-49,33,2865,36,-43,-2317,28,53,3231,-11,-24,-1219,left
-118,1554,-6280,40,411,5853,52,-2572,67743,104,-1310,-1707,-118,1138,-101585,-33,349,59024,11,417,-30365,48,-43,11097,1,96,1219,20,-17,-5731,17,43,-1768,-49,-63,4268,18,-41,2682,-16,3,-3536,-10,34,2439,19,-64,304,2,61,-4573,35,-20,4024,-19,40,-4268,-31,51,-365,left
253,1174,14634,85,1477,-41280,-645,-3587,123353,-7,-83,-135975,183,225,27073,119,358,27621,51,208,-10853,9,115,-1341,0,-21,792,-39,-24,-6280,-1,2,426,-18,67,2134,26,-34,2012,18,-5,-487,-2,35,2317,-30,-111,-1585,-24,93,-609,50,-33,2073,-11,14,-3536,58,0,-365,left
20,1383,4573,-49,230,16951,-322,-3665,19268,-45,999,30365,222,554,-86219,64,276,40609,3,124,-23414,-28,-16,792,62,155,365,30,-11,304,4,-11,-3719,-24,-90,5548,-24,70,-7500,-6,-4,7256,43,14,-7865,-11,13,-2073,9,-20,4939,-13,-11,0,25,-3,1768,-35,90,-2073,left
75,1328,-1097,79,758,-18719,-185,-3416,134207,-185,-26,-105609,162,546,-12865,33,470,27378,-15,190,-16829,-71,85,-8231,142,38,-5670,-6,5,6219,-15,0,3109,18,33,-853,-37,-68,6951,-12,-4,-2621,19,-22,-1890,35,12,-2073,-37,49,-1524,-10,-2,3109,34,-32,-731,-21,44,-2012,left
36,1298,-25182,281,495,26158,-426,-2393,96707,-201,-827,-77743,266,426,-46219,-50,639,54024,102,68,-18963,0,226,-18048,0,67,10670,68,-4,-5609,-67,9,8963,20,-34,-6707,-75,59,3414,59,-13,3719,-16,-18,-304,12,19,-5792,23,-31,1707,15,-9,3841,-38,49,-5975,20,2,5914,left
2,1166,-4878,-201,539,-22195,269,-1751,33536,305,-1072,38597,-562,285,-58048,68,444,32012,82,203,-6951,17,145,-8231,69,-42,-8414,-18,90,-4573,-45,1,-5060,-30,-20,10792,8,-66,3475,35,57,-426,-7,-22,-6402,-1,37,6463,-1,-2,1524,15,-62,-2560,-22,36,-3658,6,30,3658,left
-1,1207,13963,-166,-350,38170,130,-1819,21707,-225,-279,-103475,-9,432,8780,189,531,20304,73,130,-8170,-18,22,8780,19,90,-12743,36,-12,6707,-60,-49,6219,-39,27,243,117,-10,-182,-51,-53,3780,-2,37,2865,-2,-4,-7987,-26,4,-1524,14,-9,-1951,24,16,-1158,-16,-4,-243,left
174,1335,-3109,-138,200,243,-44,-1433,42987,-225,-905,29451,47,65,-88780,89,352,25792,51,231,5487,67,169,-1097,-3,55,-10670,-14,46,-7012,2,-6,8902,-11,-83,2560,6,53,-1951,48,-53,-2134,-36,0,6707,-7,-1,-4024,0,32,-1646,0,-62,6219,11,17,-7012,-9,48,3902,left
-5,1076,-5731,-20,78,4756,90,-748,18292,-65,-919,33841,-455,-369,-24695,334,288,-37195,109,156,11524,-33,220,7926,-8,67,-19695,119,136,5670,-93,41,3780,-25,-109,-731,2,0,243,31,-32,2317,62,24,-1158,-16,35,-2012,-11,10,487,-13,-11,121,-28,-19,-60,14,6,-4085,left
-61,1396,-13170,-109,189,38719,500,-2654,30000,-186,87,-25731,-264,435,-11219,96,390,-4146,17,188,-10121,75,-28,10060,41,38,-6768,-162,54,-5121,59,-54,3719,51,1,243,-46,33,365,-25,-6,-2073,2,21,-2987,26,40,-1585,18,-58,9146,15,-21,-5060,-21,-13,2743,-23,20,-5000,left
196,1087,-8170,-79,301,28597,-62,-1584,31463,-208,-780,3109,-94,205,-48231,134,404,8719,140,138,-8658,-18,106,-3719,-8,81,-4207,-20,16,853,27,-17,2987,25,-17,2195,-35,0,609,8,24,-2987,11,-7,-1646,-20,-28,2621,28,14,243,-31,3,-2378,31,-45,4207,-10,92,-5609,left
151,1451,-3475,-195,368,10304,-182,-2155,56097,273,-719,-37195,-87,269,-33414,10,377,31951,-50,260,-18109,64,79,3353,-11,33,-5243,26,9,-8048,-14,79,4268,-25,-49,6707,58,-28,-1768,-11,43,-5000,5,11,-1829,-12,-21,3902,-50,-8,1524,49,-44,4451,-18,44,-2987,21,-33,731,left
147,1266,-7865,-43,342,14207,-158,-2214,35670,-181,-571,4390,112,635,-83902,20,349,23597,110,200,9512,26,148,4939,77,-117,1463,-162,43,-1646,74,-27,-4390,-40,-19,3231,13,46,609,6,-68,2439,-4,45,1768,-45,-41,-4451,57,-10,-792,13,45,853,-69,29,2317,40,-85,2560,left
113,1424,5975,-154,285,12743,163,-2521,15670,-407,-91,-31524,64,379,-2500,196,229,-3048,-2,146,1585,37,184,-4939,58,-17,-853,-38,54,-3902,-67,9,1707,12,-47,4573,14,-26,-975,-11,-61,1158,59,35,-4634,-57,98,-609,11,-86,6524,2,0,-5670,31,-8,3475,-30,25,-2073,left
41,1144,20548,102,453,-29085,-246,-2384,55182,-233,-230,-10000,187,387,-42073,112,345,17865,36,166,-12500,-2,112,2500,20,52,-6463,15,-20,-4024,-7,-2,4207,-11,-48,2987,-7,51,914,10,-5,-792,23,-24,1707,-46,23,-6280,26,25,1585,-1,-4,2987,-6,-46,1036,-14,76,-1158,left
258,1094,8414,-191,949,13536,-24,-3633,53109,-545,131,-30365,244,848,-64207,254,280,22682,-38,182,2987,33,36,4085,4,29,243,4,-45,-15121,28,5,8658,-5,23,-1707,-23,28,-1890,39,-28,-1341,-48,-9,-304,-26,22,3109,2,-53,3170,25,23,-2987,-6,-34,-1341,14,16,-792,left
-26,1332,-5000,-112,105,7804,231,-1655,39634,69,-891,-9695,-509,505,-32073,194,230,23780,25,227,-14573,149,214,-11585,54,44,-792,-14,-61,-426,-93,9,-1402,17,-12,6341,41,-34,6463,-7,15,-6524,-40,10,1890,20,-9,-2134,-22,14,2012,0,-29,-1097,31,-41,-487,9,72,-3109,left
147,1210,-9268,-115,367,35731,-258,-1983,21219,41,-636,12317,111,108,-63231,-73,544,20731,63,228,-12621,80,125,6158,25,54,-9207,-27,17,-1097,5,-12,3048,-9,-21,-3902,25,-16,3414,-24,-26,60,12,-16,2560,-21,24,-7743,4,20,1890,-13,28,2439,15,-28,-60,-39,-8,-853,left
281,1255,8719,68,606,3414,-571,-1943,-670,114,-1097,25182,64,464,-53353,-44,415,40670,79,130,-12256,54,156,-8963,10,91,-11524,8,48,-914,-17,-10,6829,18,-101,6158,-79,15,-670,-9,43,-4573,83,-46,5365,-35,38,-853,53,0,-1890,-29,-29,-548,-13,73,609,32,-60,975,left
29,1172,-22560,76,760,13109,-377,-2207,42987,133,-1001,27012,7,466,-64573,106,391,3353,-150,218,609,196,77,7987,5,207,-21585,-107,-62,7073,63,-68,6768,0,96,-6585,-48,-35,853,56,-34,8170,0,8,-3902,-28,49,2073,0,-28,-3170,-7,-15,1341,14,58,731,17,-4,-1463,left
70,1661,-18414,-45,-34,41768,154,-2939,59512,-540,-287,-40487,238,616,-77378,90,506,79390,-30,271,-46890,5,118,-914,29,14,548,13,10,-3231,23,-10,6219,-9,-3,-1219,-12,30,487,9,3,1402,3,-2,731,-18,16,-6402,-3,-12,2073,16,-68,3841,-36,29,-2317,56,-14,-3109,left
-8,1153,2682,48,284,25609,54,-707,5182,-263,-2210,60243,-83,648,-108902,92,320,34878,106,264,-10426,-49,213,-6097,54,93,-3719,5,7,1158,31,0,-8658,-15,0,10121,15,-24,6158,-20,-54,-3780,-41,60,-792,57,0,1036,33,-7,4634,-15,-58,-1524,-25,92,-1951,6,-52,-1402,left
149,1375,-33475,-561,304,24268,363,-2568,142439,-16,-421,-87682,-108,423,-64024,89,666,36341,30,153,-3231,20,66,-13841,32,94,-6768,-11,-46,5182,-29,-62,9268,-7,23,-4878,51,-38,-2621,-42,18,-243,15,20,1402,21,-20,-731,-11,-26,-1036,-6,72,1158,31,-8,-1158,-34,-28,-182,left
-29,1033,49634,-150,-1123,36280,-62,-1387,11341,469,-682,-134024,-154,1143,24634,-64,192,9146,23,352,-3109,63,-56,7500,-54,-89,1951,65,31,-9573,16,61,1646,-7,36,5914,-39,2,3353,25,-54,-3841,11,26,-13597,-1,80,609,-1,-18,16707,20,-47,6097,3,-23,-4573,-11,59,-2073,left
-386,1178,-9817,22,-190,45365,66,-1517,43048,167,-648,-37317,20,542,-44512,200,463,-10487,-114,155,3109,73,-54,10853,-68,-15,9268,-20,76,-16829,65,-5,-121,-92,30,7621,55,-31,3109,8,33,-548,-27,6,-4146,40,-28,3536,-30,-21,426,0,10,-3109,26,-12,-853,-26,72,914,left
-266,1283,-11219,71,91,19024,0,-859,1707,209,-1856,70304,22,91,-55609,-1,749,-12560,-75,401,-15731,69,48,-1524,-26,13,1585,22,-11,3353,0,0,-1524,-20,0,426,-40,-10,10792,23,1,-5365,33,-10,-2195,-37,47,-914,3,-20,487,50,-33,5731,-26,53,-9573,10,-66,7560,left
8,1124,-37012,-305,272,52378,838,-2031,35121,-583,-479,-86524,154,470,42073,-167,422,17439,-38,290,-24878,146,18,0,-2,22,-9756,-5,-26,9817,-73,17,-4939,-19,48,60,-2,-11,4329,20,-41,-121,21,-28,-2865,-1,43,1219,-34,-15,1463,37,-41,3719,-13,73,-6158,3,8,3719,left
1067,-258,-10487,-928,261,43353,-64,168,-27500,65,-53,-25243,-77,56,-29451,5,115,49817,-43,97,-426,69,-256,48963,51,-75,-5000,-50,-90,-12256,-3,19,-15548,41,-83,8414,8,-17,-5670,-53,96,-7256,-80,-46,22560,10,-85,2073,62,143,-23780,47,38,-10182,-12,-61,6463,-25,26,-5426,left
158,1028,24512,-242,1636,-69939,38,-3760,72195,-426,-401,-59634,371,956,3292,114,281,20975,-40,225,-18292,7,4,21646,47,113,-121,4,3,-5609,-61,2,5975,37,-35,7804,18,27,-3414,-19,-11,-548,-37,-12,3597,40,-12,-4573,-23,1,-2012,12,4,4573,5,17,1036,-13,-9,-3109,left
55,1406,-3719,-272,167,-29207,308,-1765,33292,-70,-708,10914,1,-337,16158,7,1002,-42073,-44,204,4939,24,-3,12500,-20,0,2743,48,86,-5060,-32,-32,-1585,0,12,1402,-33,4,8597,57,10,-16097,-22,20,5914,19,-26,2134,-5,-21,3780,-29,-4,-4512,40,37,-1707,-12,-5,2865,left
52,1207,3536,-486,618,-22865,297,-2208,79329,114,-943,-19573,-77,426,-87256,145,529,45182,-79,191,4451,2,152,1097,25,-43,609,13,8,-7073,41,1,-1707,-71,51,-1585,-22,26,8597,42,-78,-975,-8,46,-4329,-11,3,3841,28,-42,-304,-18,-5,3475,8,15,-5914,1,2,2378,left
-252,1359,-13109,263,-219,23292,275,-1924,25609,-357,-534,-29573,213,504,-17926,-42,541,11402,-180,264,-7743,75,29,5243,5,52,3292,40,-69,-5792,-28,46,9268,-32,27,-8048,-13,-30,6829,15,3,-4207,-36,40,-4451,53,-69,4695,0,96,-3536,2,-99,7134,-38,6,1341,41,20,-4329,left
-314,1248,16219,192,358,37804,168,-1317,-90243,551,-2511,19146,-600,1246,-9573,-24,516,76646,7,426,-35426,48,24,-25000,-8,-35,3902,-39,59,10609,-16,-21,-3902,35,0,-5304,-63,-6,17378,77,-18,-18536,20,-8,-3780,-84,36,15792,37,11,-10670,-14,-35,-1951,35,39,4146,6,12,121,left
-94,1356,-18902,-419,1354,64634,1088,-2955,-46768,-521,-1089,-6158,127,256,-27560,-152,561,81341,-31,442,-35609,45,31,-10121,-51,50,-2865,-12,-11,2804,6,12,2439,0,-35,-5914,-16,-20,4512,-16,33,5304,22,14,-6768,-7,4,-1402,-18,6,6036,31,-26,-609,1,22,-3719,-20,-15,914,left
