@relation train_small

@attribute ﻿AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,down,left,right}

@data
-233,590,1166,123597,-7256,21036,405,182,-1361,55000,60304,34878,7,-434,-625,-63353,-57439,-46097,-101,-250,182,-70121,32378,4695,-38,-93,205,-38658,8231,-9024,-49,60,413,-18841,-21463,4756,24,42,74,6219,-8963,-3109,-44,-44,-43,-3475,-4024,-6219,59,-12,-8,243,4024,121,-9,-29,-12,2073,-1890,-853,-28,44,6,914,-6097,2987,10,-22,67,1402,975,-1951,-4,37,-18,3170,-670,2987,24,-16,6,2134,670,-3597,10,-5,-36,182,2682,1097,-47,10,24,3841,-6646,-1219,2,-3,34,1951,4878,365,9,-23,-52,-4024,2926,-60,42,32,23,-1036,-3719,1463,-42,-21,10,-1280,-1951,-4085,left
-255,260,1004,38048,-1768,30487,275,398,-456,105853,39939,-4878,169,-25,-1413,22682,-28353,-22865,-172,-643,-213,-43475,-65000,-1158,-151,-45,510,-81829,52743,5914,154,-57,271,-43353,20609,20975,35,89,240,-9939,-9146,-15609,-18,-36,34,3170,2804,-548,8,63,80,7012,-2926,-853,-36,-41,-138,-1097,8109,-5060,15,42,90,1341,-14695,-914,13,-34,-39,853,3597,-1829,-50,-35,-28,11463,609,4390,67,59,13,-7134,-426,-2439,-61,-28,39,-7621,4390,-10365,4,-24,-47,6524,-4756,6707,0,34,9,-5243,-792,-670,-8,-40,-6,3292,-1463,182,-1,12,7,-1707,243,0,26,7,27,3048,-670,2134,left
-184,76,1080,28048,8170,19634,143,291,-732,111890,36524,-5304,45,298,-545,15487,-68109,-487,103,-418,-1112,-8719,-4817,0,-140,20,713,-76463,16402,32621,77,-217,197,-47378,49390,-30060,10,22,104,-3170,-23170,4939,2,20,134,-16463,-13597,-13719,-46,4,137,-12804,6341,-8780,-36,-8,0,304,-5426,-4329,-29,-61,-18,5792,5487,2621,38,53,-15,7012,-9939,4207,49,-3,-15,-731,2439,2073,-7,-17,-17,1768,182,-3048,-30,8,63,-4329,3292,-3963,-12,-37,-69,975,-2621,1951,4,17,-18,-3719,3353,-914,-16,3,57,1158,-1341,-1951,67,35,-33,-304,3048,6524,-46,-34,2,5548,-3658,-3658,left
-53,-271,1017,25060,-17743,-12195,-179,284,-129,-4451,42926,21402,52,526,-162,67804,-7012,55487,324,233,-937,77865,53597,-7987,225,-80,-563,-62012,-51097,-35060,-361,-575,277,-31036,-33719,-17134,-36,-16,61,-39634,36280,16768,119,-74,298,-32378,-13109,-4512,-89,61,192,-3536,-10304,-8292,23,-15,0,10304,-10609,0,-13,6,20,-24512,22378,-6158,-16,-10,6,19512,-10792,5731,-2,-18,23,-2378,-10792,-7560,-28,0,9,60,7621,2987,44,17,-4,-6280,14207,-5365,8,5,-45,3963,-16219,2926,-28,-22,48,-5548,4878,-4329,-10,-7,-78,6158,3231,-1036,-4,-11,64,121,-2256,2500,-6,-31,-41,-2500,-2682,-3414,left
-233,162,1024,34939,20487,62256,106,415,-365,80914,18597,1158,173,86,-1214,55975,-4146,-29817,21,-282,-344,-27256,-35060,-18170,9,-123,104,-85304,18231,15365,41,-246,214,-35792,-853,-13841,-118,-2,246,-29512,-12378,-5365,61,57,169,-6341,-5548,6219,53,72,110,2500,-10609,3963,-136,-92,55,2499,9329,-16585,59,18,-32,-60,121,3780,-12,3,36,4878,4634,-548,30,11,-94,8231,-182,4451,1,-9,51,-3902,-1646,-7073,-9,-18,-31,-3170,1585,-2378,-50,31,4,670,-2682,-182,4,-12,47,5182,2987,3475,49,-17,-20,-2621,-3414,4268,-23,20,51,-10853,0,-8109,0,-9,-57,9329,3109,1219,left
215,525,-977,117134,16768,20548,-153,-352,93,-20487,-18536,853,-48,-197,491,-84268,6768,-17195,-129,-45,169,-18292,1036,-2804,83,0,194,4146,-2743,12439,50,128,33,-6524,4634,-4817,-8,-75,-46,3475,-1219,-3841,22,6,-22,7317,-20121,1951,-39,-13,-4,-7560,11402,-4939,19,41,28,-6768,-3231,182,23,-16,12,5000,2012,1829,-15,3,-10,792,4634,-1036,-42,-34,47,2195,-2987,-4390,24,17,-57,-548,-670,2621,4,5,80,60,-2621,3719,1,24,16,1524,2621,914,-9,-43,-60,1097,853,-4146,-13,12,19,304,-2195,914,7,-18,-29,-1219,2865,1219,11,31,64,-1280,-2500,2317,left
25,-118,-1297,3292,43963,-25243,170,-150,-1008,-82012,-18170,-24573,-289,1707,4426,-129390,-10853,96768,664,-1023,-1204,109756,37743,-2682,-675,-760,-831,95000,-59451,-54024,46,236,359,-6768,-11280,17134,104,53,-473,7865,21402,1341,-72,-8,164,-7500,-14146,-7439,41,37,-29,-6585,14512,9329,0,10,-68,4329,6036,-5731,-71,-59,2,2743,-11341,-7926,42,34,-16,-7256,10731,3719,-12,4,14,-914,-3536,-2804,24,5,23,2865,-1158,1036,-41,-10,-19,4634,-4207,-2073,43,19,12,-1524,1707,3292,-4,-19,-11,-1341,6707,-2195,-25,-6,-28,2439,-7500,-182,19,18,25,-914,670,-609,0,2,8,-1036,3902,-914,right
53,-100,-1292,8841,1524,-5060,168,210,-571,-57987,26219,10426,-748,1048,2713,-174939,-3170,49024,764,-743,282,151463,-60365,-22682,-319,-532,-735,62621,-1036,-50487,46,74,-288,15975,14390,25548,46,93,5,-1158,15792,-1402,-8,-8,-1,-426,4512,-7134,-40,-26,-32,1402,-3780,3353,51,55,-16,-3048,5670,2926,-38,-67,33,-121,-2804,-4024,27,38,-4,-5365,6524,3231,-31,-10,7,1280,-1280,-975,-28,7,-16,1036,548,1280,59,12,-55,3109,-3109,2195,9,16,4,-1829,-5182,-2500,9,-4,17,-2682,2317,-731,-29,-4,31,3536,-3597,-1219,25,-3,-21,-4878,8475,975,-8,-4,54,0,-7256,-792,right
-22,-35,-1573,-3597,69268,-30609,685,-432,-1663,-81219,-23902,9878,-1581,1968,4888,-198902,-131158,57012,1317,-580,-511,248292,133780,25975,-284,-927,-513,72743,-93597,-47987,-180,-130,-547,-10121,39268,-19878,106,119,-80,-18414,13170,18536,-119,-6,69,-7926,-5182,-8109,64,40,-119,792,11158,5914,-43,-31,-7,4085,-7865,-13536,25,9,-57,-1707,1219,5914,22,45,-5,731,-3536,-2378,-21,-8,40,-914,-6524,-1158,-27,-28,36,-3536,11219,-1158,93,59,-103,3048,4085,5609,-47,-44,88,-1829,-5975,-4573,-8,8,10,1524,975,-2073,-30,-28,-19,2195,2743,-2439,49,14,-32,-1707,-6158,3414,-16,8,15,853,-3292,1158,right
136,-11,-1897,-77317,38048,-18658,-323,243,248,-158719,-34573,3597,403,1534,3681,-29817,6951,87621,-49,-1856,-1308,242560,-13170,-88536,-351,-233,-234,37378,-19024,-19207,145,193,-315,-5731,21707,31158,52,110,-136,10182,-5853,14512,-89,-31,41,-7256,10853,-7256,13,3,-34,-5304,-5000,-1463,42,25,-33,-8231,11524,5060,26,11,48,1036,-11890,243,37,0,-18,-7073,11463,-4146,-52,-8,48,3414,-7987,-121,50,21,-25,4634,0,5121,-25,-16,52,1280,-8292,-6829,0,-3,-48,-1829,6158,-487,-7,-2,19,-1768,4329,2073,-2,16,-15,1341,3780,-304,1,-16,1,-243,-1768,-2987,2,25,-16,-1524,-4329,3292,right
59,73,-1008,9512,31036,-15487,24,64,-1007,-63048,30975,243,-705,647,1921,-177865,-73597,35365,1246,413,2054,-27499,54024,13841,-548,-1473,-1440,217439,-17256,-47378,-72,61,-531,48292,-55365,14390,84,143,46,-7378,12560,1219,-86,24,-64,8231,10304,426,14,19,28,-5060,14329,914,-25,-20,-69,5609,-2012,-5426,-43,-20,49,-4268,-6829,-1585,20,-9,-20,1280,792,1341,83,55,-15,-5060,5548,7621,-110,-50,57,792,-7560,-8353,67,7,-16,-6890,14634,7073,34,26,30,5792,-13902,-3902,-27,-13,-20,1707,-3475,-3231,-13,6,20,-2378,9329,121,-28,-14,-7,6219,-10609,-1158,15,-9,9,-7682,12804,4695,right
254,236,-1104,1097,22439,-3414,177,-13,-799,-37378,-33353,-27256,-1187,650,1644,-143109,16524,3841,2006,726,2473,-55609,58292,131707,-1027,-1632,-1257,156585,-84146,-100853,-394,-312,-743,75609,-9146,-23841,172,230,-48,10182,20121,11707,-5,65,-62,6036,7500,4329,49,26,-133,975,5182,8841,-136,-37,86,1036,-18170,-7317,138,77,-167,-2987,14207,1463,-63,-32,54,-3536,-12865,-2926,54,18,55,-10426,8475,3231,-31,-22,5,2439,2378,2134,-13,-22,19,2256,-3902,-2804,36,30,-37,609,5853,2560,-9,-23,1,304,-7134,-7134,-4,3,5,-1524,5121,3048,24,28,9,-1097,-853,2439,-50,-25,8,1524,-2500,-3231,right
-17,182,-1257,-16036,30365,-20914,223,60,-717,-79268,19512,12195,-978,832,1651,-115243,-65182,20121,1610,422,2504,9878,45426,90975,-360,-1443,-1220,108658,-15914,-82987,-593,-270,-731,94695,-57804,-30792,183,257,-41,8170,30304,15792,-8,21,-124,7865,12560,792,-25,49,-79,-4451,7195,-2682,-13,17,-27,-3048,-7987,-2317,27,-31,5,-6585,9878,3170,-58,11,16,2378,-8353,-4939,-21,-71,79,-4756,-4207,121,34,23,-49,-1768,8414,7621,14,0,31,1280,-9512,-7500,10,1,39,-2073,3475,2500,-7,31,-37,1707,7560,7621,55,-20,-39,-1036,-2012,-4512,-66,8,67,1036,-2195,-6768,3,-8,-50,0,5121,2743,right
-41,295,-1375,14146,27134,-15060,381,-16,-867,-70609,-3780,-27378,-940,831,1358,-155792,-17195,62317,873,-562,3110,37378,-33231,52378,30,-666,-1344,107073,8353,-50304,-342,-137,-955,58353,-5060,-30670,174,223,217,-3597,6463,16707,-44,5,-9,13719,6219,-3170,-92,20,-128,5487,10792,-5060,16,2,-108,2560,-487,-4085,-27,-25,47,-2743,-4573,243,-29,-25,37,-3597,-4939,-365,27,-2,-21,2926,853,7682,35,27,-9,-5731,8536,1890,-27,-31,50,-121,-3841,-2134,53,38,-43,-2378,15060,4817,19,21,-45,2621,-6402,-3841,-103,-48,25,2317,-15487,-7926,29,15,39,-2378,5000,4817,-7,-8,-28,487,4573,1646,right
262,354,-1436,-89695,48963,5243,-808,-47,-754,-53353,-1524,-55000,471,911,4524,-122743,-74695,54634,337,-1415,-1515,203658,45000,15487,-410,-174,-667,64146,-25609,-31036,162,187,-20,2621,-17804,6585,76,164,-80,3902,8170,4939,-41,-36,-82,6707,-2256,-4451,-83,-19,24,-6524,12926,2073,39,16,-106,-3353,12012,3414,1,12,93,-8353,-10853,-853,19,-13,26,1280,-975,-3170,3,1,-56,2743,4939,2926,-14,-5,33,0,-8414,-670,1,12,1,-1585,5609,-609,-7,-3,47,-914,243,731,20,1,-57,792,10487,1524,-19,15,36,1280,-9939,-1097,0,-12,88,-1951,-914,6036,32,20,-109,6524,9207,-2865,right
229,283,-1433,-67682,19512,-1036,5,58,-578,-107560,-8353,-31097,-1054,573,3455,-20853,-60304,4817,1436,-620,-17,80914,41036,50731,-785,-596,-958,102804,-15182,-57439,155,209,-446,21097,-5060,21402,-27,-6,141,-15609,11646,6890,-14,51,-34,3780,7378,10182,7,17,-112,-2926,7804,-6585,-43,-20,47,670,-12073,-2439,77,31,-57,-1829,10853,6097,-31,-32,15,670,-6524,-6890,35,16,49,7987,-11768,731,-1,5,-27,-4573,11463,4878,1,32,38,2439,-365,-2134,0,0,-17,-1707,3292,-2865,-25,-20,29,609,-1524,-2378,82,-7,25,-9085,60,9451,-34,15,-102,7378,6951,-5243,-70,-15,57,7317,-4756,-2621,right
19,196,-1522,-11036,29390,-25609,556,5,-815,-133109,21402,-7865,-1190,821,2565,-210121,-85121,-24146,846,-258,1075,272682,44390,91402,396,-291,-154,55609,0,-8536,-666,-670,-1000,29634,-11402,-45792,92,146,-105,-12256,-9512,22134,-2,8,-98,4634,16524,3170,-118,-46,26,3109,-14512,-1646,153,133,-126,548,-304,12378,-91,-77,89,-2134,-426,-12865,60,29,-50,-4512,11280,1890,20,36,0,-4146,2865,-365,-61,-27,28,1524,-15487,-8170,15,-11,51,-2926,7500,5975,24,5,13,1402,-2012,-304,-11,-23,-61,2682,4390,-2195,10,36,13,-4817,1890,975,2,-15,4,3170,-1707,-1219,-9,21,14,548,4085,2560,right
33,274,-1181,-2256,-12926,15731,-50,195,-252,-125853,66158,-55060,-638,395,1455,-145243,29512,-2682,1347,41,2009,78658,-55853,111097,-519,-961,-1381,117621,-32378,-49756,-40,-5,-402,55853,-13719,-21402,-188,1,-155,28658,304,-1585,26,32,-76,6158,13231,182,25,58,36,-3719,16585,8536,-15,-8,-98,3902,-3292,-914,1,-17,16,-4634,-26341,-6707,26,34,-4,-8597,17804,5060,13,-44,92,-4695,-3048,-3292,0,14,-31,3902,2987,-304,-34,-7,-22,-792,0,-243,6,21,21,975,-6341,-3536,-43,-20,-10,1646,1158,1707,10,-7,36,-2012,2012,487,43,3,-46,609,5975,2865,16,7,6,1219,0,-3353,right
193,0,-1355,30853,22073,1585,-88,-93,-221,-126097,16341,-34817,-994,715,1110,-151768,-31768,11219,728,588,1741,113109,26829,70304,765,-706,47,22621,-26951,12865,-636,-650,-946,87073,-29817,-79085,-30,76,-140,17500,2621,12865,130,82,-346,17500,19756,7012,-107,-34,71,-2621,2804,-4085,-20,-9,5,-3109,-3902,-2987,-87,-48,79,2621,-10548,1280,167,80,-95,-5365,20365,14085,-41,-17,69,-8597,-11280,-4390,14,20,15,3231,-2195,-1036,-49,-13,1,2317,2073,-2743,8,-1,-60,3170,2317,975,1,-13,-45,-670,16280,1768,32,49,32,2317,-12256,2317,8,21,-29,5487,-7134,-5792,-47,-38,43,731,-8292,-6585,right
-10,262,-1189,-20975,26585,6829,-122,-36,-362,-101890,75243,-50548,-320,670,1058,-55975,-107621,74756,1091,283,3945,-100487,-143902,73902,-454,-1168,-2475,179817,132134,-71158,-88,-58,-743,82621,18292,-28536,-51,6,-21,9207,-1768,-5609,49,46,-56,487,14085,5548,-183,-81,-9,853,3963,-1463,126,95,-91,-792,853,9146,-79,-49,20,-1341,-10731,-5670,32,23,36,-3231,3902,5121,53,19,-38,2682,-1585,-2865,-23,-2,-7,1158,-182,1097,-1,24,20,-4024,1768,2621,30,-4,44,487,2439,-4695,6,-5,-60,-182,9695,-6036,-33,-6,-14,12560,-5426,1402,23,-36,-25,-2804,7195,-1402,-28,13,-9,7743,-8414,1585,right
15,204,-979,-20792,27560,1768,190,205,-368,-53231,-5365,1890,-529,529,191,-116890,28658,-2682,-142,301,2261,-84756,-99207,50609,871,-750,56,75914,-18170,46768,-332,-562,-601,139085,32317,-101707,-251,-84,-294,57926,-6707,-21463,179,144,-183,-1341,28048,19634,-46,9,-2,-1646,8658,9085,17,9,-87,2804,5060,-670,-28,-4,38,-3841,-7012,731,68,38,-50,-6280,3414,4085,14,4,30,-2621,-7073,-2317,-13,-9,23,487,304,-2987,-56,-33,9,792,-8231,-3170,22,8,6,-670,8353,1951,43,28,-19,-914,4512,7134,-59,-42,17,0,-8536,-8475,61,31,-14,-1829,6036,6585,-12,1,12,5609,-2621,-5365,right
57,209,-1125,22500,36036,-16036,-218,46,-401,-83719,14085,-4390,-28,432,614,-184695,-2743,7804,-270,232,1312,60670,-96768,13536,799,-667,1206,41036,33780,37195,-229,-304,-1248,99024,16646,-21768,-125,-57,-215,18780,-7012,-21219,2,12,-53,17500,-7317,3414,-15,54,-146,7439,18170,7195,28,10,62,-1219,-10792,-5060,29,0,-69,4573,8109,4939,0,-15,-19,-5060,2560,-2743,-32,19,41,-2926,-2621,-2682,-33,0,3,-487,2926,-2378,-18,-30,-2,2987,-4024,3658,47,13,-11,-2987,4390,2195,3,5,-20,2317,-2256,-3353,-35,-20,55,-2195,-4695,-3658,29,20,-49,670,6341,5121,-27,-26,10,1219,-8963,-5304,right
163,54,-1329,-26890,50060,-9634,25,-36,-162,-87073,17134,-16890,-478,750,998,-131219,-26280,83719,526,374,2009,85792,914,-19939,259,-816,-430,50670,-72987,15609,-400,-370,-954,98902,2987,-34878,-1,20,68,-1707,10914,-10914,36,65,-62,9024,11402,3170,-104,-28,-68,9085,9024,-8841,-8,-15,-54,243,10792,5243,-1,37,-37,1219,-12621,-2987,27,-1,-5,-5121,-670,60,-26,-17,5,-6036,2804,121,-18,11,71,-1341,-3475,1768,16,-35,8,487,6036,2743,20,26,-27,2500,2682,-3109,-18,4,-41,3414,1829,0,-23,11,-7,-1585,-3963,365,-12,-8,46,-2317,-4878,-4756,6,-6,0,-1951,7012,3536,right
63,185,-1277,-67804,23109,-17134,-6,34,-26,-60975,14085,-1341,-586,683,1075,-49634,-66280,39451,636,270,1850,-50609,9024,26097,5,-1235,-799,165731,14634,-25914,40,-17,-843,68841,2439,-23780,-88,23,174,-8536,-22987,-9817,-41,-15,-90,6951,17743,10243,35,53,30,7195,-3475,2865,-29,-9,-126,1402,15182,2439,-16,7,21,-3597,-4756,121,-8,4,50,-5182,-8170,-3719,33,11,-50,-304,8231,2012,-8,-2,101,-1829,-3841,-731,-47,-24,-49,1036,4207,-60,65,15,-38,1402,670,6097,-20,5,36,1890,-2134,-1890,41,21,8,-1585,6341,0,-22,-6,-71,9207,-2987,-4512,-18,-16,84,2499,-3780,-1463,right
181,236,-974,6524,2743,2987,-217,-39,-272,-82439,54573,-41829,49,335,522,-87987,-26402,-1463,-163,23,267,-42743,-22439,7743,-303,135,1852,-58292,-26036,62439,850,-584,-317,148902,15121,25609,-438,-291,-731,91951,3841,-51646,2,73,-282,16951,-14512,-3475,53,47,-15,5243,609,-1097,38,41,-48,-1524,13231,4634,-63,-19,-77,-7621,3597,243,21,39,-1,-1219,8536,6707,-50,-34,13,2134,-16219,-5792,63,39,81,-8841,3170,2012,14,-24,-125,6036,6341,-4390,-44,0,-16,-304,-7439,487,-2,18,96,-1646,-3353,-1524,22,25,-81,-1890,5731,5975,43,-12,15,2317,-1768,-731,-46,-21,41,-243,-5670,-6829,right
-210,87,-1266,-5243,32378,-5670,346,143,-117,-103658,10670,6829,-471,394,1004,-47926,-39268,20060,789,272,2192,-47500,-4146,40670,-54,-662,-697,98719,-25121,-15304,-503,-381,-925,94512,2012,-57865,67,72,13,12743,5670,4634,46,26,-80,8048,24512,5365,13,41,-106,8170,-2012,-2256,-32,-16,6,-12500,7804,5914,17,39,0,-3353,2195,3170,-57,-41,-5,-2500,-9634,-6463,-25,-11,-4,-121,-3292,0,62,14,28,-1890,3231,4268,8,11,-10,2743,-304,487,-48,-13,-7,1585,-4451,-4207,45,17,-11,-1280,7621,6951,-16,-18,34,-365,-6707,-8658,25,21,-18,-60,4146,2865,-16,-13,1,2256,1890,0,right
